,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
19,1.4088,0.7162,0.4988,1.748,0.88,-4.2869,-1.1159,-1.0411,0.9762,1.4674,-3.5438,0.6889,-2.2259,0.6291,0.9695,-1.0512,2.659,0.1847,2.3202,0.331
20,0.7011,1.547,2.5215,-0.7733,-1.5984,-0.3115,-0.2744,0.5118,1.3465,-0.3309,-1.252,1.6377,1.8303,1.5596,0.1227,-2.2159,1.901,-0.4553,-1.5025,0.3943
21,-1.3493,2.9465,1.615,1.9191,3.2692,2.007,1.9964,2.6082,0.7988,3.1814,2.9458,0.0747,0.4462,1.8303,1.5966,1.6113,1.5996,3.0472,1.6457,2.5297
22,6.0747,-4.2818,-2.9593,-1.0042,-3.3791,-3.3748,-3.828,-1.11,-3.0675,-2.1671,-1.4872,-3.5134,-3.7922,-2.0613,-4.245,-3.8755,-3.5797,-4.6199,-3.0599,-2.6602
23,0.702,-1.5565,-3.1099,-0.9743,-0.6997,0.3821,-0.9601,-2.8253,-2.9215,-0.6668,-0.5476,-1.6394,-2.1423,-1.851,-0.7736,-1.3982,-2.044,-0.9534,-1.1376,-1.1909
24,-1.2162,1.5479,-0.1198,0.0469,-1.5788,0.9472,1.1542,2.4402,2.5206,-1.0017,2.2276,0.1052,0.6924,0.3114,0.6606,1.5127,2.3374,1.6435,-0.2162,2.4801
25,-0.2646,2.9038,0.3864,2.1178,-0.8265,-0.8344,0.6025,-2.2082,0.0227,1.2535,-1.4471,1.2491,-1.8285,1.1126,0.0645,-3.0055,2.8476,0.2889,-1.6382,1.7615
26,0.5616,2.7384,3.6852,4.0381,-1.3265,1.2734,0.9993,-1.696,0.6588,1.6891,-1.2256,2.7808,0.7735,-0.7802,2.3275,-2.3458,2.8731,0.0129,0.1155,-1.4469
27,1.6025,-3.4449,-3.5117,-4.0174,-1.547,-6.9065,-1.6272,-1.592,-2.1448,-4.7917,-1.8026,-2.3062,-0.1867,-4.1454,-3.1482,-0.4411,-1.6354,-0.5247,-0.2628,-0.3783
28,3.3592,-1.4949,-2.4133,-3.1347,-0.44,-4.4834,0.617,-1.021,0.1846,-1.6678,-0.9518,-2.0543,-1.2905,-1.2493,-2.9476,-2.5675,-0.0635,-0.9184,0.3287,-2.4416
29,-0.2001,1.5362,-0.1379,1.8173,0.1819,2.4473,1.5415,-0.0864,1.1961,0.99,1.4001,-0.5053,3.7026,-0.0612,2.5245,1.1459,1.347,2.3694,2.8913,0.2364
30,-3.1491,1.8129,1.0577,1.627,2.3147,0.5908,2.436,0.2648,2.5122,-0.0344,0.3742,1.6908,2.7265,1.777,2.2664,1.342,3.3157,2.9085,1.6499,2.4106
31,0.4964,0.836,0.0509,-1.0867,-1.7135,-0.195,-1.4021,-3.1647,-2.3524,1.0171,-1.6759,-1.4632,-1.5711,-2.9215,-1.5161,-3.0684,-1.8406,-1.2862,-3.5351,-0.8906
32,0.6206,-2.3068,-1.011,0.3195,0.4035,1.5863,-1.4709,-1.5213,-0.657,-0.7614,-1.729,0.4786,-0.357,0.2335,0.0469,0.0039,-1.3769,-1.9318,0.7835,-2.2326
33,1.929,2.1657,1.6457,3.1,0.0141,1.7037,-0.3189,-1.9579,-0.9545,1.8112,1.0449,0.3426,0.0793,-0.4775,2.8015,-0.9821,0.0727,-1.0644,-0.8691,-0.5889
34,-4.0551,4.6319,5.3413,4.0386,4.9369,4.9757,5.9086,2.9979,3.0873,5.6357,5.0171,5.2246,3.2042,4.6156,5.3983,3.2799,4.3309,4.6091,2.3862,2.8043
35,-0.9177,-1.1598,0.3083,1.4088,0.1839,-0.1435,-2.7404,0.3694,-4.1109,2.2659,1.2841,-0.8699,-3.9303,0.9374,-2.4707,0.1945,-3.1169,-2.2937,-1.6438,0.0256
36,-2.6843,0.1124,0.9531,0.7449,1.7173,3.3253,-0.4632,1.7879,0.7341,2.5184,3.2141,1.1002,2.2149,4.1651,2.2464,3.0436,1.2068,0.6998,1.5734,1.9055
37,0.2494,0.0485,-0.7367,1.3372,1.3646,0.5191,1.3051,0.02,-0.1018,1.865,0.8655,-0.8138,-1.3908,0.2369,0.9739,0.9483,0.1967,0.2013,2.0394,-1.6917
38,-0.596,1.3697,3.1473,-0.3434,0.8731,-0.8725,0.6921,1.2592,1.3916,2.794,-0.4176,1.0146,1.2173,1.9089,-0.32,-0.212,0.5307,0.1157,0.3361,-0.021
39,-4.4744,2.559,2.8015,2.6781,4.7063,4.7412,5.2107,3.6919,3.4844,3.981,7.9147,2.3663,6.6742,2.3336,5.0479,6.0754,4.3856,6.1249,4.8457,4.1725
40,-1.4543,-0.7516,-0.8228,-1.4009,0.7324,2.4459,0.9175,-0.6641,-0.3833,-0.7601,1.6758,-0.2731,1.3867,-0.6575,-0.7034,1.2108,-2.0217,-0.2827,-0.3149,-0.4784
41,-0.1981,3.543,4.1914,2.7774,0.4074,-0.6977,0.4331,2.3072,2.7291,2.3527,1.4899,2.9328,2.6378,3.4115,3.4036,1.1126,3.6313,2.049,2.8426,3.1289
42,4.0148,-4.1751,-3.7623,-3.2091,-1.6681,-0.4245,-2.394,-0.0753,-1.394,-1.6031,0.2936,-4.1137,-3.9828,-2.697,-6.0811,-1.5966,-5.0676,-4.0297,-2.428,-3.6979
43,-3.6769,3.9221,3.1838,3.0779,1.611,4.9041,5.1363,3.5112,4.1483,3.9667,5.6066,-0.0397,6.3462,1.5786,3.9703,2.6087,3.0416,5.864,2.8217,4.3811
44,-6.8578,5.6875,7.6862,5.3267,5.3315,4.8865,5.9708,5.1829,4.7744,6.635,6.5797,4.8338,6.0176,4.7868,6.512,5.1048,6.2765,6.8747,4.2301,5.9243
45,3.1289,-2.3963,-4.1625,-2.0687,-3.1449,-0.9124,-1.3891,-2.6155,-1.0356,-1.1624,-0.6522,-0.9302,-1.2125,-1.3675,0.8027,-0.3807,-1.6262,-1.5706,-0.2392,-1.536
46,1.6003,-0.9605,-1.4083,-2.6127,-1.8321,-0.3078,-0.4863,-1.0457,-1.4954,-0.2429,-0.1869,-0.8736,0.4588,-0.6966,-0.4069,-1.2538,-0.8417,-0.7703,0.2757,-1.6874
47,0.3633,0.2917,1.414,-0.67,0.0741,0.0492,-1.2919,0.1409,0.138,-0.6532,0.1611,1.9438,2.5843,-0.1499,2.2235,1.5401,0.1754,0.3461,-0.3073,1.5725
48,3.3363,-3.5948,-4.0824,-4.0664,-2.1454,-3.7434,-3.0851,-2.1954,-2.4551,-5.4388,-3.4271,-1.9655,-4.452,-2.7592,-4.49,-2.6055,-3.6534,-4.3419,-4.8575,-1.5553
49,1.7158,-1.9133,-2.8092,-3.5183,-2.1729,-1.6505,-1.5628,-3.2526,-2.9313,-0.9831,-4.4421,-2.5671,-4.0159,-1.5936,-4.7938,-4.3192,-4.7855,-3.8406,-5.1353,-2.133
50,-4.2345,3.8138,2.91,3.5608,4.3655,3.7415,3.2973,1.9223,3.64,4.6081,5.2838,2.17,3.4853,3.7602,1.9856,4.0316,4.4441,2.8877,2.269,3.4609
51,1.2535,-0.7151,-0.2802,0.7755,-1.4839,-0.6809,-2.9857,-1.2843,-0.9049,-0.1291,0.2908,-0.7695,-0.9291,-0.1593,-0.7261,-0.8703,0.8082,-2.1642,1.1676,-1.8481
52,-0.6062,0.1051,0.7718,1.2524,-0.1409,1.9371,0.2208,1.1459,0.8345,0.4841,2.4723,0.0849,1.4403,-0.7947,3.3682,2.1913,-1.6299,1.772,-2.2742,3.2601
53,-3.7081,1.7459,3.2029,2.5767,3.6385,4.7612,1.9526,1.9833,1.9956,0.261,3.057,2.8418,4.1533,4.2639,1.1037,1.9647,4.1057,1.1384,4.0641,-1.0847
54,-2.4905,4.3583,4.681,3.4,3.005,0.6621,3.3697,0.7139,3.918,2.916,1.6724,4.2037,3.7325,2.9268,4.1019,0.6483,7.1181,3.7258,3.5883,1.7562
55,-0.1521,-0.6068,-2.3681,-1.7952,-0.1113,-0.9445,-1.0058,0.2893,-1.6333,0.6053,2.6159,-2.0901,-2.0628,0.4956,-1.0355,1.0485,-2.1637,-0.4394,-1.7252,2.0161
56,-1.009,3.1205,3.2311,2.9412,2.3213,1.3322,0.8515,1.7822,2.5972,3.336,-1.2503,3.408,0.3473,2.713,4.5336,1.8721,4.0826,2.4721,4.3572,0.7556
57,4.4111,-3.3069,-2.3041,-0.1276,-2.7992,-2.6691,-4.0045,-1.8619,-2.7653,-2.0066,-4.8118,-3.042,-5.0998,-3.2931,-2.6687,-3.1581,-4.2035,-4.063,-0.8193,-3.8504
58,-1.7634,0.7908,-2.8199,0.1527,1.8926,0.7486,0.1465,-1.0368,-0.6566,0.9329,-0.5232,-1.2151,-2.9153,-0.043,0.498,2.0193,-0.6326,0.561,0.4319,1.1875
59,-0.5882,0.4157,-0.7642,0.0824,0.0967,-0.4789,1.0186,-2.5167,-0.3015,-1.7059,-3.0369,-0.5175,1.605,-2.5784,1.2358,-0.8995,0.7262,0.8955,0.4711,-0.5436
60,0.0177,-1.7458,-0.6516,-0.1771,0.1106,0.0205,-0.8219,1.5493,-2.6636,-0.7755,0.7348,-2.7063,-1.5209,-2.3662,-0.7484,0.7377,-4.0352,0.4021,-0.1582,-0.6153
61,3.9317,-1.9299,-2.5978,-1.3564,-3.3598,-4.266,-3.6141,-4.1436,-2.6629,-4.1544,-3.9331,-1.4461,-3.4399,-4.0704,-4.4995,-4.2655,-1.7706,-3.8484,-2.8334,-3.2849
62,-3.0712,4.1468,6.2045,6.2898,5.2535,5.8644,2.4093,3.9815,2.9505,5.9336,3.3385,2.1625,3.2956,3.2685,3.938,3.3734,4.005,2.8527,5.4243,1.7809
63,3.7278,-0.2935,-1.7742,-1.5519,-2.7768,-1.6161,-0.5572,-4.2125,-2.0786,-1.5297,-2.3123,-1.0217,-1.1396,-4.2571,0.1791,-2.7662,-1.5152,-2.1231,-1.2797,-3.3731
64,0.3293,-0.9824,1.4516,0.6805,-1.2669,2.6294,-0.7552,0.675,-1.4017,-0.1968,0.4425,0.3864,0.2534,-0.3079,0.4591,0.182,-2.6055,-1.7041,-0.6158,-2.1838
65,-1.1065,1.9812,-0.0981,0.6982,2.9301,-0.3076,1.1064,1.3045,1.5957,2.2714,3.1507,0.3351,0.6162,2.0278,0.504,2.8544,2.6687,1.7975,2.1091,2.6129
66,1.8543,-1.7917,-1.8958,-1.83,-4.7133,-2.6686,-3.567,-1.5974,-1.9684,-3.4117,-2.0432,1.0274,-3.5508,1.9525,-2.806,-2.7657,-2.1829,-4.4266,-5.4417,-0.9285
67,1.0444,-3.7226,-4.3727,-2.5072,-2.8561,-0.7875,-1.7147,-2.4144,-2.8763,-2.5669,1.7608,-2.655,0.1029,-2.2462,-0.2254,1.1055,-3.0968,-2.4103,-0.7126,-1.4048
68,-2.6451,2.33,0.8882,0.3403,2.4633,0.6763,1.2305,3.0727,2.6928,2.4125,1.7643,0.1388,0.6252,2.4311,-0.6157,2.6238,2.2912,2.5493,2.5968,2.7294
69,0.6698,-2.5027,-3.9977,-2.4383,-0.9218,-3.4167,-2.0084,-3.4605,-1.9734,-2.9475,-4.3439,-1.4927,-2.8831,-1.2662,-3.6893,-2.0189,-1.8352,-2.4828,-1.8042,-1.4179
70,3.8341,-2.2149,-3.4246,-3.2379,-5.0776,-3.9824,-1.8996,-3.8438,-2.7333,-3.8096,-4.3716,-4.4404,-3.0682,-5.543,-3.6864,-5.8357,-2.4326,-3.1884,-3.7192,-3.0506
71,-1.0891,4.5546,4.4249,4.3433,2.8846,2.3882,2.4071,2.5178,3.8547,4.5507,2.3306,2.7608,2.8485,4.4964,4.047,0.7845,5.6324,3.3062,4.2881,2.982
72,-2.8241,1.0036,1.9497,-1.1629,1.6682,2.4614,2.7131,2.0892,2.2859,1.584,3.2256,2.2359,4.178,1.6409,2.6762,3.3,0.4214,2.9378,0.8103,2.316
73,4.1715,-4.4886,-4.6951,-2.9935,-3.9542,-3.8166,-3.009,-3.2689,-2.4696,-3.9997,-3.2282,-4.5081,-4.2328,-3.7129,-4.8476,-3.4457,-3.9444,-5.4967,-1.8609,-5.5022
74,-1.7897,1.2279,-0.781,3.8156,2.8088,5.4421,-0.4508,1.9436,1.2337,1.2794,1.9235,0.8334,0.5348,3.451,2.8293,4.2185,1.0319,1.1936,2.9763,2.1252
75,-3.1197,4.4311,6.012,1.841,1.5056,2.3883,3.3877,7.3342,6.3253,2.7416,3.1496,3.9541,5.1919,4.5532,6.0852,4.3761,5.0003,5.7035,3.2177,5.7375
76,1.3461,-4.1978,-3.6876,-4.3542,-0.0489,-4.1102,-0.3359,-3.2408,-2.8446,-3.4796,-1.9428,-2.3214,-1.9536,-2.7696,-5.5236,-2.6822,-3.0382,-2.8222,-2.1347,-3.5046
77,1.5122,-1.72,1.8263,-1.7037,-1.1349,-4.6151,-0.6384,2.2994,0.8667,-3.832,0.1352,0.1574,2.2477,-1.8396,-1.2801,0.0081,1.9061,-0.3419,2.558,-1.6075
78,-1.3964,2.0476,0.1505,1.3952,0.0042,0.8965,1.2929,0.1577,-0.2526,0.7348,2.9901,-0.1641,1.2071,1.4277,0.7737,-0.3476,1.2469,1.9058,-1.3336,2.4168
79,-2.6343,0.052,0.4382,0.1464,1.36,-0.0826,2.7274,1.2027,0.7911,-1.7637,1.1836,0.6738,1.1283,-0.2902,-0.6083,1.445,0.3831,1.471,-0.2802,0.3747
80,4.6106,-6.5711,-7.4165,-4.8731,-1.8373,-4.4437,-5.3334,-3.5553,-3.5252,-6.4338,-5.0962,-4.4079,-5.5048,-3.3749,-6.0557,-2.938,-4.1951,-5.5845,-2.2567,-3.9505
81,2.6715,-2.0187,-2.1344,-1.0724,-3.5409,-2.8,-0.9079,-2.4648,-0.8673,-3.7936,-2.2243,-0.3681,-2.915,-2.6955,-1.2191,-1.8349,-0.9617,-3.5766,-1.6576,-3.4473
82,4.9087,-3.085,-3.8688,-2.092,-3.7865,-4.4222,-4.8567,-1.4886,-0.7569,-3.4302,-4.0343,-3.2551,-2.4918,-2.0535,-2.7379,-2.0874,-2.9834,-3.2936,-1.6513,-0.7908
83,3.6616,-2.5195,-2.7331,-2.275,-0.2134,-3.7176,-1.5756,0.8261,0.3942,-1.815,-2.8371,-2.4419,-3.459,-1.2959,-1.95,-1.2879,-1.7131,-0.8216,0.3586,-0.4693
84,2.9769,-1.2395,-2.6006,-2.4767,-3.1099,-3.4576,-2.9364,-2.3769,-1.1229,-2.9269,-3.4984,-0.8406,-2.3478,-3.4664,-0.6723,-1.6628,-1.4661,-1.2061,-2.1173,-0.5598
85,-4.0468,3.1501,3.0962,3.4754,0.8713,3.2151,1.037,0.9346,0.4474,2.0883,3.8802,1.7944,2.8437,2.0902,2.6624,1.4922,4.2563,2.22,1.9289,2.1465
86,-0.422,-1.236,-0.3275,-0.0217,-0.5276,1.7397,-0.2316,0.6518,1.1177,-0.808,1.7368,0.2388,3.7814,-0.2301,1.8746,1.8854,0.0629,1.6442,1.6483,1.3564
87,-2.9176,2.4899,3.3675,-0.5884,1.9788,1.8236,2.7372,2.9253,3.0683,3.7794,2.9141,2.0295,3.5074,2.7698,2.9943,3.0438,1.1265,3.1702,1.6325,3.0397
88,0.6268,0.0547,-0.288,1.3365,-0.2013,1.5533,-1.7564,-0.7568,-0.9761,1.3597,-0.0473,-0.2442,-1.802,0.957,-0.4184,-1.4638,-0.1509,-0.5135,0.5674,-0.7313
89,0.8369,0.8391,-0.8715,0.4616,0.4754,2.049,0.3716,-0.2666,-2.6131,2.3908,2.2842,-2.5776,-2.7273,-1.6055,-1.6865,-1.0854,-2.4335,-0.2394,-1.3355,-0.5506
90,-2.5888,2.8457,3.757,3.6991,3.0244,5.3404,1.0081,0.1937,2.1986,4.4318,1.3736,2.7376,3.8347,2.6476,5.9406,1.9145,3.9885,2.3546,3.5584,1.94
91,3.6213,-3.6515,-4.4766,-2.6659,-1.7893,-3.5628,-4.4635,-4.4093,-4.305,-3.6622,-4.1685,-1.9945,-5.5255,-1.3595,-5.1565,-3.3398,-4.238,-6.3574,-4.5975,-3.3311
92,3.8482,-3.537,-4.9222,-2.6812,-3.7569,-4.0706,-4.1514,-6.2297,-4.2846,-5.8209,-7.4488,-1.3293,-4.8649,-4.4906,-3.3009,-3.682,-4.6499,-5.2735,-3.362,-5.9037
93,0.9932,-0.9983,-2.1301,-1.3932,-1.6943,-0.6038,-0.5048,-0.2859,1.1578,-1.3584,-2.0702,-1.5422,-0.3471,-2.1152,-0.3137,0.0564,-0.6922,0.3362,1.4767,-0.8379
94,-1.2468,0.6226,2.546,0.0532,0.7013,-1.7329,3.8749,1.8993,1.6102,-0.7803,3.1503,1.8323,4.2426,1.5985,1.2067,0.5388,3.2644,1.8299,1.4711,0.5553
95,2.4763,-0.0766,1.1516,0.6933,-0.9382,-0.952,-0.6971,1.612,-0.6954,-1.2929,0.5496,0.2843,-1.5175,-0.7515,0.1304,-0.7024,-0.272,-1.0222,-1.4037,-0.1487
96,2.5304,-0.8411,-2.4836,-1.5108,-2.5153,-1.4534,-2.7346,-0.9333,-0.8111,-0.6934,-2.1739,-2.4015,-1.6583,-2.0106,0.4699,-1.3035,-1.4357,-0.2176,-1.4848,1.2841
97,0.4524,0.3168,0.8323,-0.3627,-0.3722,-1.9199,-0.308,1.4709,2.0574,-0.3593,1.3173,1.7089,0.925,3.3333,-0.2262,-0.0848,2.8148,0.0098,-0.0231,1.8155
98,0.321,1.4437,-0.8231,-0.1844,-1.4198,-0.7735,-2.0807,1.6968,0.6492,-0.4881,-1.1423,0.3477,-3.5959,2.4074,-1.1021,-0.8282,-0.1637,0.1166,-3.4858,3.5186
99,1.7196,-0.4238,-2.9034,0.7348,-0.5227,-1.7341,-0.6067,1.0406,0.7485,0.1223,-1.3625,-1.7363,-3.9288,0.2115,0.9371,0.5879,0.7541,0.4454,1.677,0.8821
100,1.0449,-2.5617,-3.5007,-2.6863,-3.0733,-0.1524,-2.202,-4.0747,-1.7724,-2.203,-4.0928,-1.2927,-4.3864,-2.6211,-3.3144,-2.8393,-2.7593,-4.0972,-3.126,-4.0885
101,-0.8399,1.3047,0.7279,0.4005,0.4906,3.4351,1.5558,2.1638,1.4046,1.9069,1.0894,1.8369,-0.1811,2.547,0.4952,0.543,-0.0632,1.814,0.4154,1.1078
102,0.4575,-2.3451,-4.0015,-1.8037,-1.2378,-1.3225,-2.745,-1.4352,-3.3219,-1.3656,-0.7834,-2.4734,-3.0253,-0.8285,-3.6084,-0.2391,-2.8258,-2.1116,-0.8116,-0.925
103,-1.5585,2.9175,2.5992,1.636,0.8191,1.959,1.2231,3.0299,2.2026,1.7077,2.2188,1.336,0.2228,2.3669,0.5347,0.9006,2.3333,1.736,0.8062,1.7549
104,-2.7019,1.2861,3.1064,1.3952,3.7737,3.6279,1.7019,2.2962,1.7716,1.9809,2.9873,3.2699,2.4486,3.39,2.6421,3.2297,1.9859,1.3189,1.9481,0.9266
105,0.2645,-3.8915,-2.1051,-2.1826,-0.4402,-2.4213,-2.2736,0.2814,-2.1909,-5.2922,-1.5884,-0.6423,0.1937,-0.459,-2.2085,0.8498,-3.7309,-1.7335,-1.7916,-0.7296
106,-2.5104,0.3219,3.4544,-0.9246,0.3772,0.9961,1.0084,3.195,1.4983,-0.8527,0.9072,1.3783,3.5847,0.1544,0.8445,1.0841,0.9286,2.1653,0.8394,0.8968
107,-4.2516,3.2478,5.3611,1.8175,4.2493,3.2478,3.9539,1.0403,0.3298,3.083,2.1905,2.8835,5.4024,0.183,2.9987,1.9255,2.0257,3.8554,2.841,1.3028
108,-3.5516,2.4779,1.627,3.3367,3.1088,3.682,1.1764,-0.7321,1.9247,1.7202,0.1795,4.0578,1.3717,2.6909,3.4579,2.9241,3.8157,1.6085,3.5429,0.1474
109,1.369,-3.5039,-3.7279,-2.9603,-3.8968,-1.5414,-1.8847,-0.9538,-0.4299,-2.6633,-1.8808,-1.9978,0.0058,-1.7436,-1.2133,0.3875,-2.7225,-1.7363,-0.4746,-1.8641
110,4.3282,-4.1744,-5.1078,-3.1547,-5.7025,-1.2958,-4.7054,-5.5242,-4.7252,-3.0712,-4.3062,-2.9265,-4.4342,-3.1999,-2.4046,-4.5726,-4.817,-5.7694,-4.0445,-4.4233
111,-1.8623,4.6843,3.3165,4.0038,1.196,3.307,3.3204,1.6555,2.7367,2.5808,4.7194,2.8577,4.2917,2.9528,3.6844,1.6658,4.6588,3.3899,1.4675,3.1152
112,0.2997,-0.8117,-0.4808,0.5148,-0.1079,0.0703,-2.565,-0.1784,-0.6727,0.5635,-1.0575,0.6983,-0.227,1.1509,3.6032,2.1461,-0.113,-0.4491,1.8435,1.1126
113,-0.6013,0.1236,1.1595,-1.7589,-1.1102,1.1639,1.2706,-0.5067,-0.0857,0.9531,-0.1766,0.1385,1.7993,-1.2184,0.5665,-0.9752,-1.5559,0.6811,-1.544,-0.4376
114,1.287,-2.1777,-2.7773,-2.0397,-0.185,-2.9634,-1.6832,-1.5853,-1.3951,-3.2232,-0.9801,-0.0099,-1.7683,-0.2303,-2.1611,-0.4067,-0.5912,-1.909,-1.1366,-1.0066
115,3.1695,-1.9347,-3.458,-2.7272,-5.2964,-2.1342,-1.7059,-4.3178,-2.8262,-3.1325,-2.8912,-2.2942,-3.9898,-5.2572,-2.0637,-3.3461,-3.3572,-3.678,-3.3552,-4.7792
116,-0.4002,-2.3536,-3.8569,-3.5818,-1.1174,-0.6928,-1.0177,-2.9184,-1.2738,-3.6323,-2.798,-0.3455,0.15,-1.7551,-1.1521,0.0203,-1.7466,-0.939,-1.5136,-0.8084
117,1.9858,2.3773,1.2665,0.3488,-0.8142,-2.6276,0.3302,0.2164,0.8021,-0.3753,-2.1479,0.4993,-0.8301,-0.8427,-0.0357,-1.6429,2.1197,0.0228,-0.5891,0.2375
118,1.0638,0.8865,2.4225,2.2206,-0.3282,0.5165,-0.9771,1.334,0.7337,0.8615,0.145,-1.0802,2.5697,-1.1719,1.392,0.0586,1.8136,0.5628,4.109,-1.3104
119,3.8263,-1.3014,-2.2697,-1.1174,-0.2908,-3.8038,-1.5017,-1.37,-1.4769,-1.4891,-3.4172,-2.3348,-3.7532,-2.2413,-0.6689,-2.4731,-1.2809,-1.3173,0.1279,-1.1043
120,0.2734,-1.8751,0.0984,0.1609,1.6816,0.2418,0.1564,0.4251,-1.3267,1.4716,-0.0707,0.0432,-3.0061,0.6158,-2.0593,-0.9176,-1.5007,-1.2198,-1.4505,-0.9873
121,-1.7559,0.7034,3.5155,0.2868,-3.1763,2.5633,0.2752,0.2302,-1.516,-0.2991,0.9419,2.3253,2.7795,1.0483,1.9575,-1.1992,-0.5443,-0.7491,-2.4875,-1.3346
122,-3.3726,1.3056,0.0416,0.9517,1.4051,4.7947,3.1024,0.3148,0.3645,1.1584,2.141,0.465,0.9116,0.4778,1.8979,0.6568,0.2897,2.7581,-0.5963,1.9704
123,-2.8566,1.4482,0.3972,1.6992,1.0905,2.9092,2.5864,0.5384,0.3377,0.7295,2.5933,0.4867,2.0957,-0.6176,-0.505,1.0035,1.4394,2.6973,-0.1969,1.8294
124,2.5112,-1.0853,-3.2298,-2.609,-1.8947,-2.0651,-0.3851,-0.9839,-0.1881,-2.3908,-1.6148,-1.8555,-1.2709,-1.8412,-0.7563,-1.1373,-1.0885,-0.4597,-1.2064,-0.7592
